idTweet,idUser,idRetweet,createdAt,urlEnd,source
6.77768E+17,539476314,6.77775E+17,18/12/2015,/status/677774605055098880,Mobile Web (M5)
6.77768E+17,3122912254,6.77769E+17,18/12/2015,/status/677769056167022592,RoundTeam
6.77768E+17,28564955,6.77768E+17,18/12/2015,/status/677767872064696320,Mobile Web (M5)
6.77768E+17,215253835,6.77768E+17,18/12/2015,/status/677767852422729728,Twitter Web Client
6.77771E+17,898433816,6.7798E+17,18/12/2015,/status/677979589445029889,Twitter Web Client
6.79793E+17,2573380633,6.84876E+17,07/01/2016,/status/684875590390931456,Twitter Web Client
6.79793E+17,898433816,6.79974E+17,24/12/2015,/status/679973946284965888,Twitter Web Client
6.79778E+17,898433816,6.79974E+17,24/12/2015,/status/679973932980658176,Twitter Web Client
6.79778E+17,190993321,6.79806E+17,24/12/2015,/status/679805679285235713,Twitter for iPhone
6.79778E+17,262671176,6.7979E+17,23/12/2015,/status/679790127388999680,Twitter Web Client
6.79739E+17,909910016,6.80851E+17,26/12/2015,/status/680851287324389376,Twitter for iPhone
6.79739E+17,2161289384,6.80845E+17,26/12/2015,/status/680844518967652352,Twitter for Android
6.79739E+17,15775935,6.80714E+17,26/12/2015,/status/680714066906746880,Twitter Web Client
6.79739E+17,898433816,6.79974E+17,24/12/2015,/status/679973866102517760,Twitter Web Client
6.79739E+17,3001753011,6.79954E+17,24/12/2015,/status/679953555340562432,Twitter for Android
6.79739E+17,298040213,6.79944E+17,24/12/2015,/status/679943504278241281,Twitter for Android
6.79754E+17,3739887569,6.80046E+17,24/12/2015,/status/680046440190734339,Twitter Web Client
6.79754E+17,3628898897,6.79784E+17,23/12/2015,/status/679784014216048640,Twitter for Android
6.7975E+17,898433816,6.79974E+17,24/12/2015,/status/679973894065897472,Twitter Web Client
6.7975E+17,262671176,6.79767E+17,23/12/2015,/status/679766765728075776,Twitter Web Client
6.79748E+17,898433816,6.79974E+17,24/12/2015,/status/679973880493125632,Twitter Web Client
6.79718E+17,898433816,6.79974E+17,24/12/2015,/status/679973836016713729,Twitter Web Client
6.79719E+17,898433816,6.79974E+17,24/12/2015,/status/679973848188628993,Twitter Web Client
6.79705E+17,32979720,6.80751E+17,26/12/2015,/status/680751138992435200,Twitter for Android
6.79705E+17,848950321,6.80699E+17,26/12/2015,/status/680698547457646593,Twitter for iPhone
6.79705E+17,898433816,6.79974E+17,24/12/2015,/status/679973813199704065,Twitter Web Client
6.79681E+17,898433816,6.79974E+17,24/12/2015,/status/679973798830051328,Twitter Web Client
6.79681E+17,1118950813,6.79684E+17,23/12/2015,/status/679683800784334848,Twitter Web Client
6.78972E+17,563629852,6.78973E+17,21/12/2015,/status/678972920652279809,Twitter Web Client
6.79646E+17,898433816,6.79974E+17,24/12/2015,/status/679973705842343936,Twitter Web Client
6.7962E+17,898433816,6.79974E+17,24/12/2015,/status/679973692705796096,Twitter Web Client
6.79351E+17,1485187844,6.79666E+17,23/12/2015,/status/679666419957628929,Twitter Web Client
6.79351E+17,543535171,6.79352E+17,22/12/2015,/status/679352493936103424,Twitter for iPhone
6.79351E+17,84014474,6.79351E+17,22/12/2015,/status/679351185472667650,TweetDeck
6.79606E+17,898433816,6.79974E+17,24/12/2015,/status/679973679044898816,Twitter Web Client
6.79606E+17,898433816,6.79974E+17,24/12/2015,/status/679973663324680192,Twitter Web Client
6.79605E+17,898433816,6.79974E+17,24/12/2015,/status/679973644773289984,Twitter Web Client
6.79604E+17,898433816,6.79974E+17,24/12/2015,/status/679973590033403905,Twitter Web Client
6.79604E+17,217210001,6.79606E+17,23/12/2015,/status/679605824491261952,Twitter for Android
6.79604E+17,213017690,6.79605E+17,23/12/2015,/status/679604705253822464,Twitter Web Client
6.796E+17,898433816,6.79974E+17,24/12/2015,/status/679973557657571328,Twitter Web Client
6.79597E+17,288700110,6.8006E+17,24/12/2015,/status/680060388084453376,Twitter Web Client
6.79597E+17,2919350415,6.79976E+17,24/12/2015,/status/679975658638934016,Mobile Web (M2)
6.79597E+17,898433816,6.79974E+17,24/12/2015,/status/679973545078820864,Twitter Web Client
6.79597E+17,82427426,6.79629E+17,23/12/2015,/status/679629245228908544,Twitter Web Client
6.79597E+17,21640730,6.79597E+17,23/12/2015,/status/679596831039434752,Twitter Web Client
6.79594E+17,402088362,6.7968E+17,23/12/2015,/status/679680048996171776,Twitter Web Client
6.79594E+17,262671176,6.79653E+17,23/12/2015,/status/679653028325101568,Twitter Web Client
6.79576E+17,112405794,6.79956E+17,24/12/2015,/status/679955927424974848,Twitter for iPhone
6.79576E+17,866905728,6.79659E+17,23/12/2015,/status/679659108774055936,Twitter Web Client
6.79576E+17,898433816,6.79591E+17,23/12/2015,/status/679591254292738048,Twitter Web Client
6.79576E+17,58158151,6.79577E+17,23/12/2015,/status/679577428973465600,Plume for Android
6.79576E+17,402088362,6.7968E+17,23/12/2015,/status/679680023234789376,Twitter Web Client
6.79576E+17,898433816,6.79591E+17,23/12/2015,/status/679591230838149120,Twitter Web Client
6.79576E+17,2919350415,6.79586E+17,23/12/2015,/status/679586410073059328,Mobile Web (M2)
6.79576E+17,571012841,6.79582E+17,23/12/2015,/status/679582450528468997,Twitter for Android
6.79576E+17,3228529649,6.79578E+17,23/12/2015,/status/679577852577214464,Twitter Web Client
6.79566E+17,898433816,6.79591E+17,23/12/2015,/status/679591206205042689,Twitter Web Client
6.79413E+17,898433816,6.79591E+17,23/12/2015,/status/679591193936674816,Twitter Web Client
6.79413E+17,848950321,6.79574E+17,23/12/2015,/status/679574261598711808,Twitter for iPhone
6.79413E+17,298040213,6.79563E+17,23/12/2015,/status/679563464373833728,Twitter Web Client
6.79413E+17,262671176,6.79488E+17,23/12/2015,/status/679487804972335104,Twitter Web Client
6.79411E+17,2723429818,6.79595E+17,23/12/2015,/status/679594524084146176,Twitter for Android
6.79411E+17,898433816,6.79591E+17,23/12/2015,/status/679591164178120704,Twitter Web Client
6.79409E+17,118379031,6.8072E+17,26/12/2015,/status/680719993290407936,Twitter Web Client
6.79409E+17,7627832,6.807E+17,26/12/2015,/status/680699980127014912,Twitter for iPhone
6.79409E+17,848950321,6.80699E+17,26/12/2015,/status/680698746766766080,Twitter for iPhone
6.79409E+17,2919350415,6.80638E+17,26/12/2015,/status/680638161060532224,Mobile Web (M2)
6.79409E+17,898433816,6.79591E+17,23/12/2015,/status/679591141231050752,Twitter Web Client
6.79356E+17,898433816,6.79591E+17,23/12/2015,/status/679591092606468097,Twitter Web Client
6.79356E+17,262671176,6.79488E+17,23/12/2015,/status/679487862316888064,Twitter Web Client
6.7817E+17,83465789,6.81896E+17,29/12/2015,/status/681896027138437120,Twitter Web Client
6.7817E+17,112405794,6.78281E+17,19/12/2015,/status/678280537518288897,Twitter for iPhone
6.7817E+17,898433816,6.78279E+17,19/12/2015,/status/678278583090040833,Twitter Web Client
6.78158E+17,298040213,6.78609E+17,20/12/2015,/status/678608598449156096,Twitter for Android
6.78158E+17,898433816,6.78279E+17,19/12/2015,/status/678278544770899969,Twitter Web Client
6.78158E+17,969778717,6.78192E+17,19/12/2015,/status/678191864076455936,Twitter Web Client
6.78158E+17,549338513,6.78192E+17,19/12/2015,/status/678191675752214528,Twitter for Android
6.78158E+17,21640730,6.78159E+17,19/12/2015,/status/678159332798832640,Twitter for Android
6.78136E+17,1118950813,6.7834E+17,19/12/2015,/status/678339582627303425,Twitter Web Client
6.78136E+17,898433816,6.78279E+17,19/12/2015,/status/678278516790685696,Twitter Web Client
6.78136E+17,262671176,6.78187E+17,19/12/2015,/status/678186684283006977,Twitter Web Client
6.78136E+17,1411458943,6.78152E+17,19/12/2015,/status/678151855814352896,Twitter for Android
6.78131E+17,898433816,6.78278E+17,19/12/2015,/status/678278496121176067,Twitter Web Client
6.78131E+17,262671176,6.78186E+17,19/12/2015,/status/678186153279930368,Twitter Web Client
6.78129E+17,898433816,6.78278E+17,19/12/2015,/status/678278474218536960,Twitter Web Client
6.78129E+17,1411458943,6.78156E+17,19/12/2015,/status/678155995953152001,Twitter for Android
6.78129E+17,2356956469,6.78139E+17,19/12/2015,/status/678139466549170176,Twitter for Android
6.78129E+17,1257535368,6.78139E+17,19/12/2015,/status/678138567621779456,Twitter for Android
6.78129E+17,579328359,6.78132E+17,19/12/2015,/status/678131734995714048,Twitter for iPhone
6.78102E+17,19680851,6.78548E+17,20/12/2015,/status/678548098075918336,TweetDeck
6.78102E+17,898433816,6.78278E+17,19/12/2015,/status/678278453679005700,Twitter Web Client
6.77945E+17,262671176,6.78015E+17,19/12/2015,/status/678015337619660800,Twitter Web Client
6.77945E+17,898433816,6.7798E+17,18/12/2015,/status/677980114378989569,Twitter Web Client
6.77907E+17,898433816,6.7798E+17,18/12/2015,/status/677980074994507776,Twitter Web Client
6.77907E+17,298040213,6.77921E+17,18/12/2015,/status/677920904228282368,Twitter Web Client
6.77905E+17,2400419012,6.78019E+17,19/12/2015,/status/678018769164353536,Twitter Web Client
6.77905E+17,262671176,6.78015E+17,19/12/2015,/status/678015374424678400,Twitter Web Client
6.84106E+17,3150986673,6.8411E+17,04/01/2016,/status/684110007768625153,Twitter Web Client
6.84106E+17,2826047971,6.84109E+17,04/01/2016,/status/684109345651572736,Twitter Web Client
6.84106E+17,597091661,6.84109E+17,04/01/2016,/status/684109340513538048,Twitter for Android
6.84106E+17,40623729,6.84109E+17,04/01/2016,/status/684108754644774913,Twitter for Android
6.84106E+17,2913745425,6.84109E+17,04/01/2016,/status/684108549853712384,Twitter for Android
6.84106E+17,739011890,6.84109E+17,04/01/2016,/status/684108530912227329,Twitter for iPhone
6.84106E+17,126722366,6.84108E+17,04/01/2016,/status/684108489715773445,Twitter for Android
