idTweet,hashtag,hashtagBrut,indiceStart,indiceEnd
6.71749E+17,socionoel,SocioNoel,106,116
6.71978E+17,socionoel,SocioNoel,97,107
6.71977E+17,socionoel,SocioNoel,63,73
6.71976E+17,socionoel,SocioNoel,16,26
6.71976E+17,culturalstudies,culturalstudies,99,115
6.7165E+17,socionoel,SocioNoël,30,40
6.71975E+17,socionoel,SocioNoël,0,10
6.71975E+17,genre,genre,41,47
6.71974E+17,culture,culture,74,82
6.71974E+17,socionoel,SocioNoel,84,94
6.71974E+17,mustread,mustread,95,104
6.71974E+17,socionoel,SocioNoel,0,10
6.71972E+17,socionoel,SocioNoel,26,36
6.71971E+17,socionoel,SocioNoel,26,36
6.71969E+17,socionoel,SocioNoel,0,10
6.71968E+17,socionoel,SocioNoel,37,47
6.71967E+17,socionoel,SocioNoel,24,34
6.71967E+17,anthroponoel,anthroponoel,68,81
6.71968E+17,socionoel,SocioNoel,37,47
6.71968E+17,socionoel,SocioNoël,98,108
6.71968E+17,day2,Day2,109,114
6.71968E+17,socionoel,SocioNoel,0,10
6.71965E+17,socionoel,SocioNoel,0,10
6.71963E+17,socionoel,SocioNoël,0,10
6.71961E+17,socionoel,SocioNoel,47,57
6.71844E+17,socionoel,SocioNoel,38,48
6.71827E+17,socionoel,SocioNoel,13,23
6.71827E+17,excusesociologiques,excusesociologiques,88,108
6.71827E+17,valls,Valls,112,118
6.71793E+17,socionoel,SocioNoël,12,22
6.71764E+17,socionoel,SocioNoël,43,53
6.71753E+17,socionoel,SocioNoel,8,18
6.71742E+17,socionoel,SocioNoel,82,92
6.71954E+17,socionoel,SocioNoel,0,10
6.71954E+17,socionoel,SocioNoel,76,86
6.71935E+17,socionoel,SocioNoel,63,73
6.71829E+17,socionoel,SocioNoël,2,12
6.71825E+17,socionoel,SocioNoel,15,25
6.71821E+17,socionoel,SocioNoel,119,129
6.71811E+17,socionoel,SocioNoel,99,109
6.7181E+17,socionoel,socionoel,46,56
6.71796E+17,socionoel,SocioNoel,0,10
6.71784E+17,socionoel,SocioNoel,52,62
6.71784E+17,anthroponoel,AnthropoNoel,85,98
6.71783E+17,socionoel,SocioNoel,128,138
6.71774E+17,socionoel,SocioNoel,81,91
6.71766E+17,socionoel,SocioNoel,0,10
6.71766E+17,socionoel,socionoel,14,24
6.71766E+17,socionoel,SocioNoel,0,10
6.71755E+17,socionoel,SocioNoel,16,26
6.71748E+17,socionoel,socionoël,27,37
6.71746E+17,socionoel,SocioNoel,41,51
6.71746E+17,dauphins,dauphins,52,61
6.71746E+17,tumetonnequepbnapaseusuccesenitalie,tumetonnequePBnapaseusuccesenItalie,62,98
6.71746E+17,reception,reception,99,109
6.71746E+17,socionoel,socionoel,0,10
6.71746E+17,socionoel,socionoel,0,10
6.71745E+17,socionoel,SocioNoel,43,53
6.71745E+17,l1staps,L1Staps,101,109
6.71744E+17,socionoel,SocioNoel,0,10
6.71743E+17,socionoel,SocioNoel,0,10
6.71742E+17,socionoel,SocioNoel,0,10
6.71742E+17,socionoel,SocioNoel,0,10
6.71742E+17,socionoel,SocioNoel,59,69
6.71742E+17,socionoel,SocioNoel,0,10
6.71742E+17,socionoel,SocioNoel,46,56
6.71741E+17,socionoel,SocioNoel,14,24
6.71741E+17,socionoel,SocioNoel,4,14
6.71741E+17,socionoel,SocioNoel,100,110
6.71741E+17,socionoel,SocioNoel,33,43
6.71741E+17,socionoel,SocioNoel,0,10
6.71741E+17,socionoel,SocioNoel,93,103
6.71739E+17,socionoel,SocioNoel,12,22
6.71738E+17,socionoel,SocioNoël,107,117
6.71733E+17,socionoel,SocioNoel,39,49
6.71733E+17,socionoel,SocioNoël,0,10
6.71733E+17,attentat,attentat,131,140
6.71733E+17,socionoel,SocioNoel,0,10
6.71725E+17,socionoel,socionoel,5,15
6.71724E+17,socionoel,SocioNoel,0,10
6.71723E+17,socionoel,SocioNoel,53,63
6.71723E+17,socionoel,SocioNoel,18,28
6.71722E+17,socionoel,SocioNoel,77,87
6.71721E+17,socionoel,SocioNoel,10,20
6.7172E+17,socionoel,SocioNoel,72,82
6.71719E+17,socionoel,SocioNoel,55,65
6.71718E+17,badiou,Badiou,97,104
6.71718E+17,socionoel,SocioNoel,105,115
6.71715E+17,socionoel,SocioNoel,0,10
6.71714E+17,socionoel,SocioNoel,29,39
6.71714E+17,socionoel,SocioNoel,34,44
6.71712E+17,socionoel,SocioNoel,69,79
6.71705E+17,cartekiwi,CarteKiwi,88,98
6.71712E+17,socionoel,SocioNoel,0,10
6.7171E+17,socionoel,SocioNoel,21,31
6.7171E+17,sorcellerie,Sorcellerie,75,87
6.7171E+17,socionoel,SocioNoel,88,98
6.71709E+17,socionoel,SocioNoel,126,136
6.71709E+17,socionoel,socionoel,107,117
6.71708E+17,socionoel,SocioNoel,127,137
6.71708E+17,socionoel,socioNoël,103,113
6.71706E+17,socionoel,SocioNoël,0,10
6.71695E+17,socionoel,SocioNoel,0,10
6.71695E+17,socionoel,SocioNoel,106,116
6.71688E+17,socionoel,socionoel,0,10
6.71688E+17,socionoel,SocioNoel,64,74
6.71679E+17,socionoel,SocioNoël,16,26
6.71678E+17,socionoel,SocioNoel,92,102
6.71677E+17,socionoel,SocioNoel,86,96
6.71673E+17,socionoel,SocioNoel,0,10
6.71673E+17,day1,day1,11,16
6.71675E+17,socionoel,SocioNoel,0,10
6.7167E+17,socionoel,SocioNoël,63,73
6.7167E+17,socionoel,SocioNoël,127,137
6.71599E+17,socionoel,SocioNoel,15,25
6.71594E+17,socionoel,SocioNoel,65,75
6.71438E+17,socionoel,SocioNoel,87,97
6.71421E+17,socionoel,socionoël,18,28
6.71675E+17,socionoel,SocioNoel,0,10
6.71671E+17,histoiredesideesnoel,HistoireDesIdéesNoel,4,25
6.71671E+17,socionoel,SocioNoel,67,77
6.71674E+17,socionoel,SocioNoel,105,115
6.71639E+17,socionoel,SocioNoel,4,14
6.71639E+17,socionoel,SocioNoel,77,87
6.71638E+17,socionoel,socionoel,30,40
6.7163E+17,socionoel,socionoel,88,98
6.71625E+17,socionoel,socionoel,119,129
6.71627E+17,socionoel,SocioNoel,127,137
6.71626E+17,socionoel,SocioNoel,65,75
6.71618E+17,socionoel,socionoel,122,132
6.71617E+17,socionoel,socionoel,56,66
6.71602E+17,socionoel,socionoel,0,10
6.71409E+17,socionoel,socionoel,72,82
6.71601E+17,socionoel,socionoel,16,26
6.71597E+17,socionoel,SocioNoel,0,10
6.71597E+17,socionoel,SocioNoël,15,25
6.71594E+17,socionoel,SocioNoel,0,10
6.71596E+17,socionoel,SocioNoel,128,138
6.71398E+17,socionoel,Socionoël,25,35
6.71397E+17,socionoel,SocioNoël,49,59
6.7303E+17,socionoel,SocioNoel,67,77
6.7171E+17,socionoel,SocioNoel,0,10
6.75053E+17,socionoel,SocioNoel,15,25
6.78874E+17,socionoel,SocioNoel,94,104
6.78874E+17,philonoel,PhiloNoel,105,115
6.72004E+17,socionoel,socionoel,0,10
6.72004E+17,culture,culture,74,82
6.7234E+17,socionoel,SocioNoel,82,92
6.76112E+17,socionoel,SocioNoel,0,10
6.78873E+17,socionoel,SocioNoel,0,10
6.78873E+17,souffrance,Souffrance,14,25
6.78873E+17,distance,Distance,28,37
6.78873E+17,boltanski,Boltanski,62,72
6.78873E+17,actualite,Actualite,95,105
6.72705E+17,socionoel,SocioNoel,60,70
6.72807E+17,djendeur,djendeur,24,33
6.72807E+17,socionoel,SocioNoel,38,48
6.72854E+17,socionoel,SocioNoel,98,108
6.73185E+17,socionoel,SocioNoel,10,20
6.73403E+17,socionoel,SocioNoel,65,75
6.73428E+17,socionoel,SocioNoel,4,14
6.73497E+17,socionoel,SocioNoel,0,10
6.73497E+17,day5,Day5,11,16
6.73792E+17,socionoel,SocioNoel,68,78
6.74149E+17,socionoel,SocioNoel,59,69
6.75821E+17,socionoel,SocioNoel,0,10
6.75821E+17,onpc,ONPC,77,82
6.77238E+17,socionoel,SocioNoel,0,10
6.74513E+17,socionoel,SocioNoel,75,85
6.77238E+17,socionoel,SocioNoel,0,10
6.74876E+17,socionoel,SocioNoel,81,91
6.74934E+17,socionoel,SocioNoel,0,10
6.74934E+17,day9,day9,54,59
6.74934E+17,lahire,Lahire,100,107
6.7524E+17,socionoel,SocioNoel,54,64
6.78248E+17,socionoel,SocioNoel,129,139
6.75568E+17,socionoel,SocioNoel,58,68
6.79324E+17,socionoel,SocioNoel,75,85
6.79017E+17,socionoel,SocioNoel,0,10
6.76517E+17,socionoel,SocioNoel,0,10
6.76517E+17,day12,Day12,11,17
6.76517E+17,article,article,114,122
6.75949E+17,socionoel,SocioNoel,0,10
6.75944E+17,socionoel,SocioNoel,45,55
6.79224E+17,socionoel,SocioNoel,0,10
6.76371E+17,lt,LT,0,3
6.76371E+17,socionoel,SocioNoel,0,10
6.76712E+17,socionoel,SocioNoel,61,71
6.76754E+17,socionoel,SocioNoel,0,10
6.79593E+17,socionoel,SocioNoel,0,10
6.77087E+17,socionoel,SocioNoel,0,10
6.79603E+17,socionoel,SocioNoel,0,10
6.77373E+17,socionoel,SocioNoel,65,75
6.79604E+17,socionoel,SocioNoel,0,10
6.77728E+17,socionoel,SocioNoel,52,62
6.77798E+17,socionoel,SocioNoel,0,10
6.78163E+17,socionoel,SocioNoel,0,10
6.78265E+17,socionoel,SocioNoel,52,62
6.78467E+17,socionoel,SocioNoel,44,54
6.78886E+17,socionoel,SocioNoel,30,40
6.78912E+17,socionoel,SocioNoel,57,67
6.78972E+17,socionoel,SocioNoel,68,78
6.79829E+17,socionoel,SocioNoel,0,10
6.7983E+17,socionoel,SocioNoel,0,10
6.80018E+17,socionoel,SocioNoel,0,10
6.80041E+17,socionoel,SocioNoel,4,14
6.80164E+17,philonoel,Philonoel,92,102
6.80164E+17,socionoel,SocioNoel,103,113
6.80166E+17,philonoel,PhiloNoel,95,105
6.80166E+17,socionoel,SocioNoel,106,116
6.77491E+17,socionoel,socionoel,122,132
6.7749E+17,socionoel,SocioNoel,15,25
6.7749E+17,russie,Russie,87,94
6.77478E+17,socionoel,SocioNoël,0,10
6.77465E+17,socionoel,SocioNoël,126,136
6.77452E+17,socionoel,SocioNoël,0,10
6.77443E+17,socionoel,SocioNoel,11,21
6.77439E+17,socionoel,SocioNoel,0,10
6.77439E+17,apprentissage,apprentissage,77,91
6.77438E+17,socionoel,SocioNoël,82,92
6.77436E+17,socionoel,SocioNoel,8,18
6.77432E+17,socionoel,SocioNoël,0,10
6.77426E+17,socionoel,SocioNoel,0,10
6.77422E+17,socionoel,SocioNoel,0,10
6.77418E+17,socionoel,SocioNoel,23,33
6.77393E+17,socionoel,SocioNoel,0,10
6.85497E+17,vendredilecture,VendrediLecture,0,16
6.85497E+17,socionoel,socionoel,17,27
6.85497E+17,geo,geo,28,32
6.85497E+17,ville,ville,33,39
6.85497E+17,urbanisme,urbanisme,40,50
6.85497E+17,debry,Debry,63,69
6.85494E+17,socionoel,socionoel,61,71
6.85375E+17,ff,FF,0,3
6.85375E+17,socionoel,socionoel,33,43
6.85375E+17,ideelectures,idéelectures,58,71
6.84107E+17,socionoel,SocioNoel,14,24
6.84113E+17,socionoel,socionoel,53,63
6.81503E+17,socionoel,SocioNoel,0,10
6.81142E+17,socionoel,Socionoël,25,35
6.80857E+17,ايهاب_امير_يستحق_اللقب,ايهاب_امير_يستحق_اللقب,24,47
6.80857E+17,staracarabia,staracarabia,48,61
6.80857E+17,ihabamir,IhabAmir,63,72
6.80857E+17,ibtissamtiskat,IbtissamTiskat,73,88
6.80857E+17,maroc,Maroc,89,95
6.80857E+17,bonneannee2016,BonneAnnee2016,97,112
6.80857E+17,starwars,StarWars,114,123
6.80857E+17,socionoel,SocioNoel,125,135
6.80751E+17,socionoel,SocioNoel,43,53
6.77539E+17,socionoel,SocioNoel,0,10
6.77523E+17,socionoel,SocioNoel,0,10
6.77516E+17,socionoel,SocioNoel,3,13
6.775E+17,socionoel,SocioNoel,0,10
6.775E+17,day17,Day17,11,17
6.75445E+17,csoj,CSOJ,3,8
6.75445E+17,socionoel,SocioNoel,90,100
6.75445E+17,day11,day11,101,107
6.75433E+17,socionoel,SocioNoel,0,10
6.75366E+17,socionoel,SocioNoël,127,137
6.75362E+17,socionoel,SocioNoel,126,136
6.75358E+17,socionoel,SocioNoel,69,79
6.75356E+17,socionoel,SocioNoel,90,100
6.75349E+17,socionoel,SocioNoel,15,25
6.75349E+17,teampauvre,TeamPauvre,68,79
6.75348E+17,socionoel,SocioNoel,106,116
6.75349E+17,socionoel,SocioNoel,86,96
6.7534E+17,socionoel,SocioNoel,123,133
6.75332E+17,socionoel,SocioNoël,47,57
6.75331E+17,socionoel,SocioNoel,8,18
6.75325E+17,socionoel,SocioNoel,0,10
6.75325E+17,socionoel,SocioNoel,0,10
6.75321E+17,socionoel,SocioNoel,0,10
6.75321E+17,day11,Day11,11,17
6.75321E+17,socionoel,SocioNoël,10,20
6.75321E+17,dedicace,dédicace,43,52
6.75321E+17,durkheim,Durkheim,71,80
6.75321E+17,sociologie,Sociologie,81,92
6.75311E+17,socionoel,SocioNoel,0,10
6.75255E+17,socionoel,SocioNoel,0,10
6.75255E+17,bateson,Bateson,12,20
6.75069E+17,socionoel,Socionoel,72,82
6.75067E+17,socionoel,SocioNoël,37,47
6.75308E+17,socionoel,SocioNoel,0,10
6.75296E+17,socionoel,SocioNoël,109,119
6.75293E+17,socionoel,SocioNoel,0,10
6.75292E+17,socionoel,SocioNoel,0,10
6.75293E+17,socionoel,SocioNoel,0,10
6.75291E+17,socionoel,SocioNoel,102,112
6.75291E+17,mathieurigouste,MathieuRIGOUSTE,15,31
6.75291E+17,socionoel,SocioNoel,45,55
6.75279E+17,socionoel,SocioNoel,0,10
6.75279E+17,socialisation,socialisation,85,99
6.75278E+17,socionoel,SocioNoel,71,81
6.75271E+17,socionoel,SocioNoel,52,62
6.75271E+17,day11,Day11,63,69
6.75267E+17,socionoel,SocioNoel,98,108
6.75258E+17,socionoel,SocioNoël,11,21
6.75257E+17,socionoel,SocioNoel,17,27
6.75247E+17,socionoel,SocioNoel,105,115
6.75256E+17,ff,FF,0,3
6.75256E+17,socionoel,SocioNoel,96,106
6.75254E+17,socionoel,SocioNoel,0,10
6.75243E+17,socionoel,SocioNoel,79,89
6.75239E+17,socionoel,SocioNoel,0,10
6.75239E+17,siderations,Sidérations,67,79
6.75238E+17,socionoel,SocioNoel,0,10
6.75233E+17,socionoel,SocioNoel,24,34
6.75223E+17,socionoel,SocioNoel,0,10
6.75225E+17,socionoel,SocioNoel,54,64
6.75225E+17,socionoel,SocioNoel,0,10
6.75222E+17,socionoel,SocioNoel,45,55
6.75207E+17,vendredilecture,VendrediLecture,0,16
6.75207E+17,socionoel,SocioNoel,98,108
6.75198E+17,socionoel,SocioNoel,0,10
6.75096E+17,socionoel,SocioNoel,3,13
6.75074E+17,socionoel,SocioNoel,0,10
6.75073E+17,socionoel,SocioNoel,4,14
6.7507E+17,socionoel,SocioNoël,0,10
6.7506E+17,socionoel,SocioNoel,0,10
6.7506E+17,day10,Day10,11,17
6.75056E+17,socionoel,SocioNoel,33,43
6.75054E+17,socionoel,SocioNoel,59,69
6.75054E+17,socionoel,SocioNoel,103,113
6.75052E+17,socionoel,SocioNoel,83,93
6.75043E+17,socionoel,SocioNoel,4,14
6.75043E+17,lt,LT,0,3
6.75043E+17,socionoel,SocioNoel,10,20
6.75042E+17,socionoel,SocioNoel,10,20
6.75036E+17,socionoel,SocioNoel,105,115
6.75012E+17,socionoel,SocioNoel,0,10
6.74997E+17,socionoel,SocioNoel,0,10
6.74983E+17,socionoel,SocioNoel,53,63
6.74979E+17,sport,Sport,0,6
6.74979E+17,socionoel,SocioNoel,24,34
6.73844E+17,socionoel,SocioNoel,0,10
6.74957E+17,socionoel,SocioNoël,0,10
6.7494E+17,socionoel,SocioNoel,0,10
6.74936E+17,socionoel,SocioNoel,0,10
6.74936E+17,day10,Day10,11,17
6.74936E+17,socionoel,SocioNoel,0,10
6.74935E+17,socionoel,SocioNoel,0,10
6.74935E+17,socionoel,SocioNoel,0,10
6.74935E+17,day10,Day10,11,17
6.74935E+17,suaud,Suaud,56,62
6.74933E+17,socionoel,SocioNoel,104,114
6.74927E+17,socionoel,SocioNoel,67,77
6.74921E+17,socionoel,SocioNoel,22,32
6.74921E+17,day10,Day10,33,39
6.74918E+17,socionoel,SocioNoel,6,16
6.74912E+17,socionoel,SocioNoel,0,10
6.74907E+17,socionoel,SocioNoel,51,61
6.74903E+17,philonoel,PhiloNoel,33,43
6.74903E+17,philonoel,PhiloNoël,24,34
6.74904E+17,socionoel,SocioNoël,0,10
6.74903E+17,socionoel,SocioNoel,0,10
6.74903E+17,mustread,mustread,51,60
6.74903E+17,socionoel,SocioNoel,0,10
6.74903E+17,philonoel,PhiloNoel,32,42
6.74902E+17,socionoel,SocioNoel,0,10
6.74901E+17,socionoel,SocioNoel,80,90
6.749E+17,socionoel,SocioNoel,0,10
6.7462E+17,socionoel,SocioNoel,0,10
6.74556E+17,socionoel,SocioNoel,0,10
6.74547E+17,socionoel,SocioNoel,32,42
6.74547E+17,logique,logique,115,123
6.74525E+17,socionoel,SocioNoel,31,41
6.74492E+17,socionoel,SocioNoel,130,140
6.74317E+17,socionoel,SocioNoel,3,13
6.74246E+17,socionoel,SocioNoel,56,66
6.74246E+17,nouvelesprit,NouvelEsprit,67,80
6.74246E+17,classic,classic,81,89
6.749E+17,socionoel,SocioNoel,0,10
6.74899E+17,socionoel,SocioNoel,0,10
6.74899E+17,lt,LT,0,3
6.74899E+17,socionoel,SocioNoel,81,91
6.74896E+17,socionoel,SocioNoel,130,140
6.74893E+17,socionoel,SocioNoel,0,10
6.74886E+17,socionoel,SocioNoel,0,10
6.74887E+17,socionoel,SocioNoel,0,10
6.74885E+17,socionoel,SocioNoël,103,113
6.74879E+17,socionoel,SocioNoël,96,106
6.7487E+17,socionoel,SocioNoel,19,29
6.7487E+17,socionoel,SocioNoel,92,102
6.7487E+17,socionoel,SocioNoel,77,87
6.74868E+17,socionoel,SocioNoel,0,10
6.7486E+17,socionoel,SocioNoel,0,10
6.74835E+17,socionoel,SocioNoel,0,10
6.74835E+17,stereotypes,Stéréotypes,66,78
6.74835E+17,genre,Genre,79,85
6.74735E+17,socionoel,SocioNoel,0,10
6.7474E+17,socionoel,SocioNoel,0,10
6.74716E+17,socionoel,SocioNoel,45,55
6.74716E+17,j9,j9,56,59
6.74716E+17,socionoel,SocioNoel,118,128
6.74716E+17,journalism,journalism,129,140
6.74715E+17,socionoel,SocioNoel,48,58
6.74715E+17,socionoel,SocioNoel,0,10
6.74713E+17,socionoel,SocioNoel,0,10
6.74701E+17,socionoel,SocioNoel,23,33
6.74681E+17,socionoel,SocioNoel,95,105
6.7465E+17,socionoel,SocioNoel,3,13
6.74274E+17,socionoel,SocioNoel,3,13
6.74645E+17,socionoel,SocioNoel,19,29
6.74636E+17,socionoel,SocioNoel,90,100
6.74631E+17,socionoel,SocioNoel,0,10
6.74606E+17,socionoel,SocioNoël,8,18
6.74604E+17,socionoel,SocioNoel,0,10
6.74593E+17,fn,FN,57,60
6.74593E+17,socionoel,SocioNoel,66,76
6.74586E+17,socionoel,SocioNoel,0,10
6.74586E+17,day9,Day9,11,16
6.74586E+17,socionoel,SocioNoel,0,10
6.74587E+17,socionoel,SocioNoel,0,10
6.74587E+17,socionoel,SocioNoel,0,10
6.74588E+17,socionoel,SocioNoel,0,10
6.74577E+17,socionoel,SocioNoel,47,57
6.74518E+17,socionoel,SocioNoel,0,10
6.74518E+17,professionnalisation,professionnalisation,71,92
6.74518E+17,sport,sport,96,102
6.74518E+17,foot,foot,103,108
6.7457E+17,socionoel,SocioNoel,0,10
6.74572E+17,socionoel,SocioNoel,52,62
6.74572E+17,socionoel,Socionoel,0,10
6.74555E+17,socionoel,SocioNoel,0,10
6.74553E+17,socionoel,SocioNoel,0,10
6.74549E+17,socionoel,SocioNoel,0,10
6.74543E+17,socionoel,SocioNoel,0,10
6.74541E+17,socionoel,SocioNoel,0,10
6.74541E+17,capitalisme,capitalisme,46,58
6.74541E+17,patriarcat,patriarcat,60,71
6.74537E+17,socionoel,SocioNoel,36,46
6.74534E+17,socionoel,SocioNoel,5,15
6.74531E+17,socionoel,SocioNoel,17,27
6.74532E+17,socionoel,SocioNoel,89,99
6.74526E+17,socionoel,SocioNoel,91,101
6.7452E+17,socionoel,SocioNoel,0,10
6.74512E+17,socionoel,SocioNoel,91,101
6.74512E+17,day9,Day9,102,107
6.74509E+17,socionoel,SocioNoel,104,114
6.74509E+17,socionoel,SocioNoel,0,10
6.74505E+17,socionoel,SocioNoel,0,10
6.74491E+17,socionoel,SocioNoël,102,112
6.74491E+17,socionoel,SocioNoel,13,23
6.74483E+17,socionoel,SocioNoël,105,115
6.74338E+17,socionoel,SocioNoel,0,10
6.74331E+17,socionoel,SocioNoel,104,114
6.74322E+17,socionoel,SocioNoel,0,10
6.74316E+17,socionoel,SocioNoel,0,10
6.7431E+17,socionoel,SocioNoel,0,10
6.74309E+17,socionoel,SocioNoel,0,10
6.74305E+17,socionoel,SocioNoel,17,27
6.74296E+17,socionoel,SocioNoel,106,116
6.74293E+17,socionoel,SocioNoel,0,10
6.74292E+17,socionoel,SocioNoel,0,10
6.77393E+17,socionoel,SocioNoël,82,92
6.77382E+17,socionoel,SocioNoel,0,10
6.77276E+17,socionoel,SocioNoel,0,10
6.7727E+17,socionoel,SocioNoel,0,10
6.77217E+17,histonoel,HistoNoel,98,108
6.77217E+17,socionoel,SocioNoel,109,119
6.77264E+17,histonoel,HistoNoel,54,64
6.77264E+17,socionoel,SocioNoel,65,75
6.77264E+17,academic,academic,92,101
6.77264E+17,booksforchristmas,booksforchristmas,102,120
6.77239E+17,socionoel,SocioNoel,127,137
6.77239E+17,socionoel,SocioNoel,119,129
6.77236E+17,socionoel,SocioNoel,0,10
6.77234E+17,socionoel,SocioNoel,0,10
6.77221E+17,socionoel,SocioNoel,15,25
6.7721E+17,socionoel,SocioNoel,0,10
6.77211E+17,socionoel,SocioNoel,56,66
6.77208E+17,socionoel,SocioNoel,0,10
6.77207E+17,socionoel,SocioNoel,22,32
6.77189E+17,socionoel,SocioNoel,98,108
6.76824E+17,socionoel,SocioNoel,0,10
6.77184E+17,socionoel,SocioNoel,27,37
6.77181E+17,socionoel,SocioNoël,0,10
6.77179E+17,socionoel,SocioNoel,0,10
6.77155E+17,lecturesnoel,LecturesNoël,0,13
6.77155E+17,socionoel,SocioNoël,78,88
6.77155E+17,philonoel,PhiloNoël,89,99
6.77155E+17,histonoel,HistoNoël,100,110
6.77154E+17,socionoel,SocioNoel,80,90
6.77154E+17,transition,transition,104,115
6.77148E+17,socionoel,SocioNoel,78,88
6.77148E+17,philonoel,Philonoel,89,99
6.77148E+17,cop21,COP21,100,106
6.77148E+17,climat,climat,107,114
6.77131E+17,socionoel,SocioNoel,79,89
6.77129E+17,socionoel,SocioNoel,0,10
6.77129E+17,socionoel,SocioNoel,0,10
6.77127E+17,socionoel,SocioNoel,0,10
6.77119E+17,socionoel,SocioNoel,0,10
6.77119E+17,day16,Day16,11,17
6.77118E+17,socionoel,SocioNoel,80,90
6.77117E+17,socionoel,SocioNoel,92,102
6.77116E+17,socionoel,socionoel,123,133
6.77112E+17,socionoel,SocioNoël,96,106
6.77111E+17,socionoel,SocioNoel,109,119
6.77111E+17,socionoel,SocioNoel,73,83
6.77071E+17,socionoel,SocioNoël,0,10
6.7707E+17,socionoel,SocioNoel,116,126
6.7707E+17,day16,Day16,127,133
6.77059E+17,socionoel,SocioNoel,0,10
6.77053E+17,socionoel,SocioNoel,0,10
6.77052E+17,socionoel,SocioNoel,101,111
6.77034E+17,socionoel,SocioNoel,0,10
6.77034E+17,socionoel,SocioNoel,0,10
6.77034E+17,managers,managers,33,42
6.77034E+17,management,management,45,56
6.76847E+17,socionoel,SocioNoel,72,82
6.76826E+17,socionoel,SocioNoel,16,26
6.76825E+17,socionoel,SocioNoel,130,140
6.76824E+17,socionoel,SocioNoel,104,114
6.76824E+17,lt,LT,0,3
6.76824E+17,socionoel,SocioNoel,57,67
6.76821E+17,socionoel,SocioNoel,0,10
6.76818E+17,socionoel,SocioNoel,0,10
6.76818E+17,charlesgueboguo,CharlesGueboguo,32,48
6.76818E+17,patrickawondo,PatrickAwondo,52,66
6.76818E+17,homophobie,homophobie,81,92
6.76814E+17,socionoel,SocioNoel,6,16
6.76814E+17,musiquelatinenoel,MusiqueLatineNoel,27,45
6.76809E+17,socionoel,SocioNoel,0,10
6.76805E+17,socionoel,SocioNoel,106,116
6.76788E+17,socionoel,SocioNoel,0,10
6.76775E+17,socionoel,SocioNoel,0,10
6.76775E+17,day15,Day15,11,17
6.76775E+17,socionoel,SocioNoel,0,10
6.76769E+17,socionoel,SocioNoel,5,15
6.76767E+17,socionoel,SocioNoel,6,16
6.76757E+17,socionoel,SocioNoel,28,38
6.76756E+17,socionoel,SocioNoel,0,10
6.76756E+17,socionoel,SocioNoel,0,10
6.76754E+17,socionoel,SocioNoel,0,10
6.76753E+17,socionoel,SocioNoel,0,10
6.76751E+17,socionoel,SocioNoel,0,10
6.7672E+17,socionoel,SocioNoel,43,53
6.76743E+17,socionoel,SocioNoel,77,87
6.76727E+17,socionoel,SocioNoel,106,116
6.76725E+17,socionoel,socionoel,34,44
6.76714E+17,socionoel,SocioNoel,0,10
6.7671E+17,socionoel,SocioNoel,0,10
6.76706E+17,socionoel,SocioNoel,0,10
6.76699E+17,socionoel,SocioNoel,26,36
6.76683E+17,socionoel,SocioNoel,0,10
6.76676E+17,socionoel,SocioNoel,0,10
6.76654E+17,socionoel,SocioNoël,0,10
6.76391E+17,sociodessciences,sociodessciences,94,111
6.76641E+17,socionoel,SocioNoël,78,88
6.76641E+17,histoirerechcontemporaine,histoireRechContemporaine,113,139
6.76519E+17,socionoel,SocioNoel,0,10
6.76519E+17,day14,Day14,11,17
6.76518E+17,socionoel,SocioNoel,0,10
6.7651E+17,socionoel,SocioNoel,0,10
6.76505E+17,socionoel,SocioNoel,0,10
6.76505E+17,histoire,histoire,11,20
6.76479E+17,offrirlesport,offrirlesport,54,68
6.76488E+17,socionoel,SocioNoel,5,15
6.76488E+17,sportnoel,SportNoel,92,102
6.76464E+17,socionoel,socionoel,0,10
6.76459E+17,socionoel,SocioNoel,31,41
6.76459E+17,ladominationadulte,LaDominationAdulte,65,84
6.76441E+17,socionoel,SocioNoel,0,10
6.76442E+17,socionoel,SocioNoel,0,10
6.76439E+17,socionoel,SocioNoel,0,10
6.76439E+17,socionoel,SocioNoel,3,13
6.76439E+17,lechecul,Lèchecul,107,116
6.76439E+17,socionoel,SocioNoel,0,10
6.76438E+17,socionoel,SocioNoel,0,10
6.76416E+17,socionoel,SocioNoel,18,28
6.764E+17,socionoel,SocioNoel,0,10
6.764E+17,day14,Day14,11,17
6.764E+17,socionoel,SocioNoel,0,10
6.76398E+17,socionoel,SocioNoel,94,104
6.76398E+17,socionoel,SocioNoel,7,17
6.76395E+17,socionoel,SocioNoel,93,103
6.76386E+17,socionoel,SocioNoel,0,10
6.76386E+17,maboulasoumahoro,MaboulaSoumahoro,90,107
6.76386E+17,socionoel,SocioNoel,0,10
6.7637E+17,socionoel,SocioNoel,0,10
6.76363E+17,socionoel,SocioNoel,82,92
6.76362E+17,socionoel,SocioNoel,0,10
6.76355E+17,socionoel,SocioNoel,0,10
6.76346E+17,socionoel,SocioNoel,3,13
6.76346E+17,attentatsparis,AttentatsParis,97,112
6.76344E+17,socionoel,SocioNoel,0,10
6.76344E+17,day14,Day14,11,17
6.76336E+17,socionoel,SocioNoel,0,10
6.76331E+17,socionoel,SocioNoel,49,59
6.7633E+17,socionoel,SocioNoël,105,115
